_id,REPORT_ID,TIMESTAMP,status,avgMeasuredTime,medianMeasuredTime,vehicleCount,avgSpeed
825,7145232,2024-03-22T07:15:00,OK,0,0,0,0
826,1139856,2024-03-22T07:15:00,OK,0,0,0,0
827,16716565,2024-03-22T07:15:00,OK,0,0,0,0
828,1148946,2024-03-22T07:15:00,OK,0,0,0,0
829,7144785,2024-03-22T07:15:00,OK,0,0,0,0
830,2130871,2024-03-22T07:15:00,OK,0,0,0,0
831,7148845,2024-03-22T07:15:00,OK,0,0,0,0
832,7150453,2024-03-22T07:15:00,OK,0,0,0,0
833,1150905,2024-03-22T07:15:00,OK,0,0,0,0
834,1150077,2024-03-22T07:15:00,OK,0,0,0,0
835,539592,2024-03-22T07:15:00,OK,0,0,0,0
836,1139828,2024-03-22T07:15:00,OK,0,0,0,0
837,16714938,2024-03-22T07:15:00,OK,0,0,0,0
838,300259,2024-03-22T07:15:00,OK,0,0,0,0
839,958287,2024-03-22T07:15:00,OK,0,0,0,0
840,1219564,2024-03-22T07:15:00,OK,0,0,0,0
841,16716953,2024-03-22T07:15:00,OK,0,0,0,0
842,3106589,2024-03-22T07:15:00,OK,0,0,0,0
843,1151606,2024-03-22T07:15:00,OK,0,0,0,0
844,539301,2024-03-22T07:15:00,OK,0,0,0,0
845,7147043,2024-03-22T07:15:00,OK,0,0,0,0
846,300285,2024-03-22T07:15:00,OK,0,0,0,0
847,300153,2024-03-22T07:15:00,OK,0,0,0,0
848,8176517,2022-06-30T08:55:00,OK,0,0,0,0
849,7147647,2024-03-22T07:15:00,OK,0,0,0,0
850,8184002,2024-03-22T07:15:00,OK,0,0,0,0
851,1150016,2024-03-22T07:15:00,OK,0,0,0,0
852,1148762,2024-03-22T07:15:00,OK,0,0,0,0
853,16716602,2024-04-02T14:40:00,OK,133,133,71,79
854,8175956,2024-03-22T07:15:00,OK,0,0,0,0
855,280615,2024-03-22T07:15:00,OK,0,0,0,0
856,7148193,2024-03-22T07:15:00,OK,0,0,0,0
